Geo Point;Name;Name (en);Name (fr);IATA code;ICAO code;Wikipedia id;Wikidata id;Website;Phone;Operator;Description;Edit in OSM;Source;other_tags;Country;Country code
0.4043014, 35.2356594;Eldoret Airport;Eldoret Airport;;EDL;HKEL;en:Eldoret International Airport;;https://www.kaa.go.ke/airports/our-airports/eldoret-international-airport/;;Kenya Airports Authority;;https://www.openstreetmap.org/edit?node=84976696;;"{""note"": ""boundary estimated"", ""aeroway"": ""aerodrome"", ""ifr"": ""yes"", ""boundary"": ""yes"", ""vfr"": ""yes"", ""official_name"": ""Eldoret International Airport"", ""aerodrome"": ""international""}";Kenya;KE
-3.3244147, 29.3199867;Bujumbura International Melchior NDADAYE;;;BJM;HBBA;en:Bujumbura International Airport;Q681134;;;;;https://www.openstreetmap.org/edit?node=86783340;"Yahoo;Gagravarr_Airports";"{""note"": ""airport grounds are approximate"", ""fixme"": ""resurvey"", ""aeroway"": ""aerodrome"", ""is_in"": ""Bujumbura,Burundi"", ""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""ele"": ""787""}";Burundi;BI
27.6937431, 85.3592464;Tribhuvan International Airport;Tribhuvan International Airport;;KTM;VNKT;en:Tribhuvan International Airport;Q61066;https://www.tiairport.com.np/;;Civil Aviation Authority of Nepal (CAAN);;https://www.openstreetmap.org/edit?node=118505122;Gagravarr_Airports;"{""passengers"": ""3405015"", ""int_name"": ""Tribhuvan International Airport"", ""short_name:zh"": ""\u7279\u91cc\u5e03\u4e07"", ""ref"": ""KTM"", ""name:hi"": ""\u0924\u094d\u0930\u093f\u092d\u0941\u0935\u0928 \u0905\u0928\u094d\u0924\u0930\u094d\u0930\u093e\u0937\u094d\u091f\u094d\u0930\u093f\u092f \u0935\u093f\u092e\u093e\u0928\u0938\u094d\u0925\u0932"", ""name:kn"": ""\u0ca4\u0ccd\u0cb0\u0cbf\u0cad\u0cc1\u0cb5\u0ca8\u0ccd \u0c87\u0c82\u0c9f\u0cb0\u0ccd\u0ca8\u0ccd\u0caf\u0cbe\u0cb6\u0ca8\u0cb2\u0ccd \u0c8f\u0cb0\u0ccd\u200c\u0caa\u0ccb\u0cb0\u0ccd\u0c9f\u0ccd"", ""name:ne"": ""\u0924\u094d\u0930\u093f\u092d\u0941\u0935\u0928 \u0905\u0928\u094d\u0924\u0930\u094d\u0930\u093e\u0937\u094d\u091f\u094d\u0930\u093f\u092f \u0935\u093f\u092e\u093e\u0928\u0938\u094d\u0925\u0932"", ""aerodrome:type"": ""public"", ""name:de"": ""Flughafen Kathmandu"", ""aeroway"": ""aerodrome"", ""name:suffix:zh"": ""\u673a\u573a"", ""old_name"": ""Gauchar Airport"", ""military"": ""airfield"", ""ele"": ""1338"", ""name:zh"": ""\u7279\u91cc\u5e03\u4e07\u56fd\u9645\u673a\u573a"", ""aerodrome"": ""international""}";Nepal;NP
44.9428119, 17.3001036;Međunarodni aerodrom Banja Luka;Banja Luka International Airport;;BNX;LQBK;bs:Međunarodni aerodrom Banja Luka;Q1430945;http://banjaluka-airport.com;+387 51 535210;Aerodromi Republike Srpske AD;;https://www.openstreetmap.org/edit?node=87434704;;"{""addr:housenumber"": ""bb"", ""fax"": ""+387 51 535217"", ""wikipedia:en"": ""Banja_Luka_International_Airport"", ""addr:city"": ""Lakta\u0161i"", ""addr:postcode"": ""78250"", ""addr:place"": ""Mahovljani"", ""aerodrome:type"": ""international"", ""addr:country"": ""BA"", ""aeroway"": ""aerodrome"", ""opening_hours"": ""Mo-Su 07:00-18:00"", ""ele"": ""122"", ""name:sr"": ""\u041c\u0435\u0452\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u0438 \u0430\u0435\u0440\u043e\u0434\u0440\u043e\u043c \u0411\u0430\u045a\u0430 \u041b\u0443\u043a\u0430""}";Bosnia and Herzegovina;BA
-22.4821339, 17.469135;Hosea Kutako International Airport;Hosea Kutako International Airport;;WDH;FYWH;en:Hosea Kutako International Airport;Q667326;http://www.airports.com.na/nac-airports/hosea-kutako-international-airport-hkia/;;Namibian Civil Government;;https://www.openstreetmap.org/edit?node=88132648;wikipedia;"{""int_name"": ""Hosea Kutako International Airport (Windhoek)"", ""short_name"": ""HKIA"", ""ifr"": ""yes"", ""barrier"": ""fence"", ""closest_town"": ""Windhoek, Namibia"", ""aerodrome:type"": ""international"", ""ele"": ""1719"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Windhoek Hosea Kutako International Airport"", ""old_name"": ""Windhoek International Airport, J.G. Strijdom Airport"", ""name:de"": ""Internationaler Flughafen Hosea Kutako"", ""is_in"": ""Windhoek,Namibia"", ""name:af"": ""Hosea Kutako Internasionale Lughawe""}";Namibia;NA
56.3829696, 85.2109511;Аэропорт Богашёво;Tomsk Bogashevo Airport;;TOF;UNTT;ru:Богашёво (аэропорт);Q1322435;;;ООО «Аэропорт ТОМСК»;;https://www.openstreetmap.org/edit?node=89643768;wikipedia;"{""type"": ""public"", ""closest_town"": ""Tomsk"", ""aerodrome:type"": ""public"", ""ele"": ""182"", ""aeroway"": ""aerodrome"", ""name:ru"": ""\u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0411\u043e\u0433\u0430\u0448\u0451\u0432\u043e"", ""aerodrome"": ""international"", ""ref"": ""TOF"", ""class"": ""major"", ""is_in"": ""\u0422\u043e\u043c\u0441\u043a\u0430\u044f \u043e\u0431\u043b\u0430\u0441\u0442\u044c Tomsk, Russia""}";Russia;RU
31.605705, -8.0359124;Aéroport Marrakech-Ménara ⴰⵣⴰⴳⵯⵣ ⵏ ⵎⵕⵕⴰⴽⵛ ⵎⵏⴰⵕⴰ مطار مراكش المنارة;Marrakech-Menara Airport;Aéroport Marrakech-Ménara;RAK;GMMX;en:Marrakech-Menara Airport;;;;ONDA & Royal Air Force;;https://www.openstreetmap.org/edit?node=126453866;;"{""name:ber"": ""\u2d30\u2d63\u2d30\u2d33\u2d6f\u2d63 \u2d4f \u2d4e\u2d55\u2d55\u2d30\u2d3d\u2d5b \u2d4e\u2d4f\u2d30\u2d55\u2d30"", ""aeroway"": ""aerodrome"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0645\u0631\u0627\u0643\u0634 \u0627\u0644\u0645\u0646\u0627\u0631\u0629"", ""aerodrome:type"": ""public"", ""aerodrome"": ""international""}";Morocco;MA
13.3360948, -16.6504846;Banjul International Airport;Banjul International Airport;;BJL;GBYD;en:Banjul International Airport;Q753531;;;;;https://www.openstreetmap.org/edit?node=109445333;wikipedia;"{""aeroway"": ""aerodrome"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0628\u0627\u0646\u062c\u0648\u0644 \u0627\u0644\u062f\u0648\u0644\u064a"", ""alt_name"": ""Yundum Intl"", ""is_in:country"": ""The Gambia"", ""ele"": ""29"", ""closest_town"": ""Banjul"", ""aerodrome:type"": ""public"", ""aerodrome"": ""international""}";Gambia, The;GM
32.1009424, 20.2750205;مطار بنينة الدولي;Benina International Airport;;BEN;HLLB;en:Benina International Airport;;;;LCAA;;https://www.openstreetmap.org/edit?node=102157958;"wikipedia;Bing";"{""aeroway"": ""aerodrome"", ""int_name"": ""Benina International Airport"", ""name:it"": ""Aeroporto Internazionale di Benina"", ""barrier"": ""fence"", ""ref"": ""BEN"", ""ele"": ""132"", ""closest_town"": ""Benghazi"", ""aerodrome:type"": ""public"", ""aerodrome"": ""international""}";Libya;LY
36.6452905, 53.1909069;فرودگاه بین المللی دشت ناز ساری;Sari Dasht-e-Naz International Airport;;SRY;OINZ;fa:فرودگاه دشت ناز ساری;;;;;;https://www.openstreetmap.org/edit?node=119315399;;"{""aeroway"": ""aerodrome"", ""alt_name"": ""Dasht-e Naz Airport"", ""contact:website"": ""http://sari.airport.ir/"", ""aerodrome:type"": ""international"", ""internet_access"": ""wlan""}";Iran;IR
21.0947691, 79.0438069;Dr. Babasaheb Ambedkar International Airport;;;NAG;VANP;en:Dr. Babasaheb Ambedkar International Airport;Q1657780;;;;;https://www.openstreetmap.org/edit?node=128552031;;"{""aeroway"": ""aerodrome"", ""alt_name"": ""Nagpur Airport"", ""aerodrome"": ""international"", ""ref"": ""NAG"", ""ele"": ""315""}";India;IN
-34.8533612, -55.1017709;;;;;;;;;;;;https://www.openstreetmap.org/edit?node=116231704;;"{""loc_name"": ""Aeropuerto Internacional de Punta del Este"", ""area:highway"": ""yes"", ""aerodrome:type"": ""international"", ""operator:type"": ""public""}";Uruguay;UY
45.4443229, 9.2705347;Aeroporto di Milano-Linate;Linate Airport;Aéroport de Milan-Linate;LIN;LIML;it:Aeroporto di Milano-Linate;Q828386;http://www.milanolinate-airport.com/;;SEA - Aeroporti di Milano;;https://www.openstreetmap.org/edit?node=144321937;wikipedia;"{""name:it"": ""Aeroporto Enrico Forlanini"", ""local_ref"": ""MI11"", ""name:nl"": ""Luchthaven Milaan-Linate"", ""barrier"": ""fence"", ""aerodrome:type"": ""public"", ""name:de"": ""Flughafen Mailand-Linate"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Aeroporto Enrico Forlanini"", ""name:ru"": ""\u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u041b\u0438\u043d\u0430\u0442\u0435"", ""ele"": ""108"", ""landuse"": ""grass"", ""type"": ""public"", ""start_date"": ""1937"", ""name:es"": ""Aeropuerto de Mil\u00e1n-Linate"", ""aerodrome"": ""international""}";Italy;IT
40.6891397, -74.1726455;Newark Liberty International Airport;Newark Liberty International Airport;;EWR;KEWR;en:Newark Liberty International Airport;Q466786;http://www.panynj.gov/airports/newark-liberty.html;;Port Authority of New York and New Jersey;;https://www.openstreetmap.org/edit?node=141207228;wikipedia;"{""name_2"": ""Newark International Airport"", ""name_1"": ""Newark International"", ""city_served"": ""New York metro area"", ""gnis:county_name"": ""Essex"", ""gnis:feature_type"": ""Airport"", ""type"": ""Public"", ""addr:state"": ""NJ"", ""ele"": ""4"", ""name:ja"": ""\u30cb\u30e5\u30fc\u30a2\u30fc\u30af\u56fd\u969b\u7a7a\u6e2f"", ""aeroway"": ""aerodrome"", ""postal_code"": ""07114"", ""owner"": ""Newark, New Jersey"", ""gnis:created"": ""08/01/1994"", ""gnis:feature_id"": ""884847"", ""aerodrome"": ""international"", ""ref"": ""EWR"", ""is_in"": ""Newark, New Jersey""}";United States;US
30.1140655, 31.4139442;مطار القاهرة الدولى;Cairo International Airport;Aéroport International du Caire;CAI;HECA;en:Cairo International Airport;Q461793;http://www.cairo-airport.com/;+20 2 22655000;;;https://www.openstreetmap.org/edit?node=135896473;;"{""passengers"": ""14711500"", ""name:hu"": ""Kair\u00f3 nemzetk\u00f6zi rep\u00fcl\u0151t\u00e9r"", ""addr:city"": ""Cairo"", ""aerodrome"": ""international"", ""wheelchair"": ""yes"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0627\u0644\u0642\u0627\u0647\u0631\u0629 \u0627\u0644\u062f\u0648\u0644\u0649"", ""aerodrome:type"": ""public"", ""name:de"": ""Flughafen Kairo"", ""aeroway"": ""aerodrome"", ""ele"": ""116"", ""is_in:iso_3166_2"": ""EG-C"", ""name:es"": ""El aeropuerto internacional de El Cairo"", ""addr:street"": ""Airport Road""}";Egypt;EG
43.6777176, -79.6285275;Toronto Pearson International Airport;;Aéroport international Pearson de Toronto;YYZ;CYYZ;en:Toronto Pearson International Airport;Q242066;;;Greater Toronto Airports Authority;;https://www.openstreetmap.org/edit?node=148396221;Gagravarr_Airports;"{""passengers"": ""31842413"", ""name:pt"": ""Aeroporto Internacional Toronto Pearson"", ""name:ro"": ""Aeroportul Interna\u021bional Toronto Pearson"", ""internet_access"": ""wlan"", ""aerodrome:type"": ""public"", ""internet_access:ssid"": ""Airport Free WiFi"", ""internet_access:fee"": ""no"", ""aeroway"": ""aerodrome"", ""name:it"": ""Aeroporto Internazionale di Toronto-Pearson"", ""ele"": ""173"", ""name:de"": ""Internationaler Flughafen Toronto-Pearson"", ""is_in"": ""Toronto, Canada"", ""ref"": ""YYZ"", ""name:es"": ""Aeropuerto Internacional Toronto Pearson"", ""aerodrome"": ""international""}";Canada;CA
30.2526109, 66.937483;کوئٹہ بین الاقوامی ہوائی اڈا;Quetta International Airport;;UET;OPQT;ur:کوئٹہ بین الاقوامی ہوائی اڈا;Q31581;;;Pakistan Civil Aviation Authority;;https://www.openstreetmap.org/edit?node=156698344;wikipedia;"{""name:fa"": ""\u0641\u0631\u0648\u062f\u06af\u0627\u0647 \u0628\u06cc\u0646\u200c\u0627\u0644\u0645\u0644\u0644\u06cc \u06a9\u0648\u06cc\u062a\u0647"", ""aeroway"": ""aerodrome"", ""aerodrome"": ""international"", ""type"": ""public"", ""name:ur"": ""\u06a9\u0648\u0626\u0679\u06c1 \u0628\u06cc\u0646 \u0627\u0644\u0627\u0642\u0648\u0627\u0645\u06cc \u06c1\u0648\u0627\u0626\u06cc \u0627\u0688\u0627"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0643\u0648\u064a\u062a\u0647 \u0627\u0644\u062f\u0648\u0644\u064a"", ""closest_town"": ""\u06a9\u0648\u0626\u0679\u06c1"", ""ele"": ""1605""}";Pakistan;PK
63.7904028, 20.2839168;Umeå Airport;Umeå Airport;;UME;ESNU;en:Umeå Airport;Q1433148;;;Swedish Civil Aviation Administration;;https://www.openstreetmap.org/edit?node=134382751;wikipedia;"{""loc_name"": ""Alvik"", ""aeroway"": ""aerodrome"", ""old_name"": ""Ume\u00e5 flygplats"", ""is_in"": ""SE"", ""aerodrome"": ""international"", ""closest_town"": ""Ume\u00e5"", ""aerodrome:type"": ""public"", ""ele"": ""7""}";Sweden;SE
37.8032803, -1.125496;Aeropuerto Internacional de la Región de Murcia;Region of Murcia International Airport;;RMU;LEMI;es:Aeropuerto Internacional de la Región de Murcia;Q3015351;http://www.aeropuertointernacionalmurcia.com/;;;;https://www.openstreetmap.org/edit?node=155579977;;"{""aeroway"": ""aerodrome"", ""wikipedia:en"": ""International_airport_of_the_Region_of_Murcia"", ""alt_name"": ""AIRM"", ""aerodrome"": ""international""}";Spain;ES
34.5271063, 113.8531368;郑州新郑国际机场;Zhengzhou Xinzheng International Airport;;CGO;ZHCC;;;;;Henan Administration of CAAC;;https://www.openstreetmap.org/edit?node=157146307;;"{""aeroway"": ""aerodrome"", ""wikipedia:en"": ""Zhengzhou_Xinzheng_International_Airport"", ""alt_name"": ""\u90d1\u5dde\u673a\u573a"", ""loc_name"": ""\u65b0\u90d1\u673a\u573a"", ""type"": ""public"", ""closest_town"": ""Zhengzhou"", ""aerodrome:type"": ""international"", ""ele"": ""151""}";China;CN
-3.7110013, 128.0887602;Bandar Udara Pattimura;Pattimura Airport;;AMQ;WAPP;id:Bandar Udara Internasional Pattimura;Q2232506;;;PT. Angkasa Pura I;;https://www.openstreetmap.org/edit?node=149294038;;"{""aeroway"": ""aerodrome"", ""short_name"": ""Bandara Pattimura"", ""barrier"": ""fence"", ""fence_type"": ""chain_link"", ""aerodrome:type"": ""international"", ""ele"": ""10""}";;
51.9556978, 4.44072;Rotterdam The Hague Airport;;;RTM;EHRD;nl:Rotterdam The Hague Airport;Q656807;;;;;https://www.openstreetmap.org/edit?node=138996678;;"{""old_name"": ""Zestienhoven"", ""aeroway"": ""aerodrome"", ""ref"": ""RTM"", ""aerodrome"": ""international""}";Netherlands;NL
33.9421534, -118.4087583;Los Angeles International Airport;;Aéroport International de Los Angeles;LAX;KLAX;en:Los Angeles International Airport;Q8731;https://www.flylax.com;+1-855-463-5252;Los Angeles World Airports;;https://www.openstreetmap.org/edit?node=649268639;"FAA;GNIS;bing_imagery_0.25m_201005";"{""name:nl"": ""Internationale Luchthaven van Los Angeles"", ""gnis:county_name"": ""Los Angeles"", ""aerodrome:type"": ""public"", ""source:date"": ""2011-10-20"", ""alt_name"": ""LAX"", ""old_name"": ""Mines Field"", ""gnis:created"": ""03/01/1994"", ""faa"": ""LAX"", ""speed"": ""25 mphs"", ""aerodrome"": ""international"", ""faa:lfsn"": ""01818.*A"", ""variation"": ""12.8 E 2011-11-17 0.1 W"", ""rank_aci:2016"": ""4"", ""gnis:feature_type"": ""Airport"", ""closest_town"": ""Los Angeles, California"", ""addr:state"": ""CA"", ""ele"": ""38"", ""access"": ""yes"", ""internet_access:fee"": ""no"", ""aeroway"": ""aerodrome"", ""gnis:feature_id"": ""1653694"", ""accuracy"": ""estimate"", ""ref"": ""LAX"", ""name:es"": ""Aeropuerto Internacional de Los \u00c1ngeles"", ""internet_access"": ""wlan""}";United States;US
22.3074503, 113.9192445;香港國際機場 Hong Kong International Airport;Hong Kong International Airport;Aéroport international de Hong Kong;HKG;VHHH;en:Hong Kong International Airport;Q17704;;;Hong Kong Airport Authority;;https://www.openstreetmap.org/edit?node=594007679;;"{""addr:country"": ""HK"", ""alt_name:en"": ""Chek Lap Kok Airport"", ""city_served"": ""Hong Kong"", ""name:ja"": ""\u9999\u6e2f\u56fd\u969b\u7a7a\u6e2f"", ""name:ko"": ""\ud64d\ucf69\uad6d\uc81c\uacf5\ud56d"", ""aerodrome:type"": ""international"", ""international_flights"": ""yes"", ""name:th"": ""\u0e17\u0e48\u0e32\u0e2d\u0e32\u0e01\u0e32\u0e28\u0e22\u0e32\u0e19\u0e19\u0e32\u0e19\u0e32\u0e0a\u0e32\u0e15\u0e34\u0e2e\u0e48\u0e2d\u0e07\u0e01\u0e07"", ""alt_name:zh"": ""\u8d64\u9c72\u89d2\u6a5f\u5834"", ""alt_name"": ""\u8d64\u9c72\u89d2\u6a5f\u5834 Chek Lap Kok Airport"", ""name:vi"": ""S\u00e2n bay qu\u1ed1c t\u1ebf H\u1ed3ng K\u00f4ng"", ""aeroway"": ""aerodrome"", ""rank_aci:2016"": ""8"", ""ele"": ""9"", ""alt_name:vi"": ""S\u00e2n bay qu\u1ed1c t\u1ebf X\u00edch L\u1ea1p Gi\u00e1c"", ""name:zh_pinyin"": ""Xi\u0101ngg\u01ceng Gu\u00f3j\u00ec J\u012bch\u01ceng"", ""name:de"": ""Flughafen Hongkong-Chek Lap Kok"", ""name:zh"": ""\u9999\u6e2f\u570b\u969b\u6a5f\u5834"", ""name:ja_kana"": ""\u30db\u30f3\u30b3\u30f3\u3053\u304f\u3055\u3044\u304f\u3046\u3053\u3046"", ""name:es"": ""Aeropuerto Internacional de Hong Kong"", ""operator:wikidata"": ""Q4698894""}";;
37.3632145, -121.9281466;Norman Y. Mineta San José International Airport;Norman Y. Mineta San José International Airport;;SJC;KSJC;en:San José International Airport;Q1257392;http://www.flysanjose.com/;;The City of San José Airport Commission;;https://www.openstreetmap.org/edit?node=648903263;"wikipedia;geonames.usgs.gov;Tiger2009";"{""gnis:county_name"": ""Santa Clara"", ""aerodrome"": ""international"", ""name:cs"": ""Mezin\u00e1rodn\u00ed leti\u0161t\u011b Normana Y. Minety San Jos\u00e9"", ""AWATER"": ""0"", ""Tiger:MTFCC"": ""K2457"", ""COUNTYFP"": ""085"", ""alt_name"": ""San Jos\u00e9 International Airport;Ernie Renzel Airfield;Norman Y. Mineta San Jose International Airport;San Jose International Airport"", ""gnis:created"": ""03/01/1994"", ""faa"": ""SJC"", ""MTFCC"": ""K2457"", ""STATEFP"": ""06"", ""is_in"": ""US"", ""AREAID"": ""110173687269"", ""gnis:feature_type"": ""Airport"", ""ref"": ""SJC"", ""addr:state"": ""CA"", ""ele"": ""17"", ""aeroway"": ""aerodrome"", ""gnis:feature_id"": ""1653954"", ""ALAND"": ""5282101"", ""name:zh"": ""\u5723\u4f55\u585e\u673a\u573a"", ""internet_access"": ""wlan""}";United States;US
24.9641122, 91.862579;এম এ জি ওসমানী আন্তর্জাতিক বিমানবন্দর;MAG Osmani International Airport;;ZYL;VGSY;bn:ওসমানী আন্তর্জাতিক বিমানবন্দর;;;;বাংলাদেশ বেসামরিক বিমান চলাচল কর্তৃপক্ষ;;https://www.openstreetmap.org/edit?node=519013184;wikipedia;"{""name:bn"": ""\u098f\u09ae \u098f \u099c\u09bf \u0993\u09b8\u09ae\u09be\u09a8\u09c0 \u0986\u09a8\u09cd\u09a4\u09b0\u09cd\u099c\u09be\u09a4\u09bf\u0995 \u09ac\u09bf\u09ae\u09be\u09a8\u09ac\u09a8\u09cd\u09a6\u09b0"", ""aeroway"": ""aerodrome"", ""operator:en"": ""Civil Aviation Authority of Bangladesh"", ""aerodrome"": ""international"", ""closest_town"": ""Sylhet"", ""ele"": ""15""}";Bangladesh;BD
47.6200474, -117.5354756;Spokane International Airport;;;GEG;KGEG;en:Spokane International Airport;Q917528;;;;;https://www.openstreetmap.org/edit?node=630625916;;"{""gnis:county_name"": ""Spokane"", ""gnis:feature_type"": ""Airport"", ""addr:state"": ""WA"", ""ele"": ""720"", ""aeroway"": ""aerodrome"", ""gnis:created"": ""03/01/1990"", ""gnis:feature_id"": ""1533969"", ""source_ref"": ""geonames.usgs.gov"", ""ref"": ""KGEG"", ""name:es"": ""Aeropuerto Internacional de Spokane"", ""aerodrome"": ""international""}";United States;US
40.0262182, 124.2817479;丹东浪头机场;Dandong Langtou Airport;;DDG;ZYDD;en:Dandong Langtou Airport;Q1708821;;;;;https://www.openstreetmap.org/edit?node=654464171;;"{""aeroway"": ""aerodrome"", ""old_name:en"": ""Antung Airfield"", ""aerodrome:type"": ""international"", ""ele"": ""9.1""}";China;CN
19.4345397, 37.2350718;Port Sudan New International Airport;;;PZU;HSPN;en:Port Sudan New International Airport;Q1431022;;;;;https://www.openstreetmap.org/edit?node=600427480;;"{""aeroway"": ""aerodrome"", ""aerodrome"": ""international"", ""is_in:country"": ""Sudan"", ""is_in:city"": ""Port Sudan"", ""is_in:country_code"": ""SD"", ""ele"": ""43""}";Sudan;SD
27.8351743, -0.190297;مطار أدرار - شيخ سيدي محمد بلكبير;Adrar - Cheikh Sidi Mohamed Belkebir Airport;Aéroport d'Adrar - Cheikh Sidi Mohamed Belkebir;AZR;DAUA;ar:مطار توات - شيخ سيدي محمد بلكبير;Q2875746;;;مؤسسة تسيير مصالح مطارات الجزائر;;https://www.openstreetmap.org/edit?node=273212701;"IATA;wikipedia;ouraiports.com;Bing";"{""name:it"": ""Aeroporto di Adrar-Touat - Sceicco Sidi Mohamed Belkebir"", ""name:el"": ""\u0391\u03b5\u03c1\u03bf\u03b4\u03c1\u03cc\u03bc\u03b9\u03bf \u03c4\u03bf\u03c5 \u0391\u03bd\u03c4\u03c1\u03ac\u03c1 \u03a3\u03b5\u0390\u03c7 \u03a3\u03b9\u03bd\u03c4\u03af \u039c\u03bf\u03c7\u03ac\u03bc\u03b5\u03bd\u03c4 \u039c\u03c0\u03b5\u03bb\u03ba\u03b5\u03bc\u03c0\u03af\u03c1"", ""alt_name:ar"": ""\u0645\u0637\u0627\u0631 \u0623\u062f\u0631\u0627\u0631;\u0645\u0637\u0627\u0631 \u062a\u0648\u0627\u062a - \u0634\u064a\u062e \u0633\u064a\u062f\u064a \u0645\u062d\u0645\u062f \u0628\u0644\u0643\u0628\u064a\u0631"", ""name:fa"": ""\u0641\u0631\u0648\u062f\u06af\u0627\u0647 \u062a\u0648\u0626\u0627\u062a-\u0634\u06cc\u062e \u0633\u06cc\u062f\u06cc \u0645\u062d\u0645\u062f \u0628\u0627\u0644\u06a9\u0628\u06cc\u0631"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0623\u062f\u0631\u0627\u0631 - \u0634\u064a\u062e \u0633\u064a\u062f\u064a \u0645\u062d\u0645\u062f \u0628\u0644\u0643\u0628\u064a\u0631"", ""alt_name:en"": ""Adrar Airport"", ""aeroway"": ""aerodrome"", ""alt_name"": ""\u0645\u0637\u0627\u0631 \u0623\u062f\u0631\u0627\u0631;\u0645\u0637\u0627\u0631 \u062a\u0648\u0627\u062a - \u0634\u064a\u062e \u0633\u064a\u062f\u064a \u0645\u062d\u0645\u062f \u0628\u0644\u0643\u0628\u064a\u0631"", ""alt_name:fr"": ""A\u00e9roport d'Adrar"", ""name:es"": ""Aeropuerto Touat Cheikh Sidi Mohamed Belkebir"", ""aerodrome"": ""international""}";Algeria;DZ
40.0803392, 116.5947956;北京首都国际机场;Beijing Capital International Airport;;PEK;ZBAA;en:Beijing Capital International Airport;Q32190;http://www.bcia.com.cn/;;Civil Aviation Administration of China;;https://www.openstreetmap.org/edit?node=292809708;wikipedia;"{""city_served"": ""Beijing"", ""name:ja"": ""\u5317\u4eac\u9996\u90fd\u56fd\u969b\u7a7a\u6e2f"", ""name:ko"": ""\ubca0\uc774\uc9d5 \uc218\ub3c4 \uad6d\uc81c\uacf5\ud56d"", ""ref"": ""PEK"", ""rank_aci:2016"": ""2"", ""name:zh_pinyin"": ""B\u011bij\u012bng Sh\u01d2ud\u016b Gu\u00f3j\u00ec J\u012bch\u01ceng"", ""aerodrome:type"": ""international"", ""ele"": ""35"", ""note"": ""Rough area"", ""aeroway"": ""aerodrome"", ""name:ru"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0430\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0428\u043e\u0443\u0434e\u0301"", ""name:zh"": ""\u5317\u4eac\u9996\u90fd\u56fd\u9645\u673a\u573a"", ""name:es"": ""Aeropuerto Internacional de Beijing Capital"", ""internet_access"": ""wlan""}";China;CN
36.7942988, 5.8745769;مطار فرحات عباس - جيجل Aéroport Ferhat Abbas - Jijel;Ferhat Abbas Airport - Jijel;Aéroport Ferhat Abbas - Jijel;GJL;DAAV;fr:Aéroport de Jijel - Ferhat Abbas;Q2875839;;;Etablissement de Gestion de Services Aéroportuaires;;https://www.openstreetmap.org/edit?node=273095067;"IATA;wikipedia;ouraiports.com;Bing";"{""name:el"": ""\u0391\u03b5\u03c1\u03bf\u03b4\u03c1\u03cc\u03bc\u03b9\u03bf \u03c4\u03b7\u03c2 \u03a4\u03b6\u03b9\u03c4\u03b6\u03ad\u03bb \u00ab\u03a6\u03b5\u03c1\u03c7\u03ac\u03c4 \u0391\u03bc\u03c0\u03ac\u03c2\u00bb"", ""aeroway"": ""aerodrome"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0641\u0631\u062d\u0627\u062a \u0639\u0628\u0627\u0633 - \u062c\u064a\u062c\u0644"", ""aerodrome"": ""international""}";Algeria;DZ
13.203832, 77.7062643;Kempegowda International Airport;;;BLR;VOBL;en:Kempegowda International Airport;Q503364;http://www.bengaluruairport.com/;;BIAL;;https://www.openstreetmap.org/edit?node=252746837;;"{""addr:city"": ""Bengaluru"", ""aerodrome"": ""international"", ""is_in"": ""Devanahalli"", ""addr:postcode"": ""560300"", ""old_name"": ""Bengaluru International Airport"", ""short_name"": ""KIA"", ""aerodrome:type"": ""public"", ""internet_access:ssid"": ""BLR Airport Free Wi-Fi"", ""internet_access:fee"": ""no"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Bangalore Airport"", ""name:kn"": ""\u0c95\u0cc6\u0c82\u0caa\u0cc7\u0c97\u0ccc\u0ca1 \u0c85\u0c82\u0ca4\u0cbe\u0cb0\u0cbe\u0cb7\u0ccd\u0c9f\u0ccd\u0cb0\u0cc0\u0caf \u0cb5\u0cbf\u0cae\u0cbe\u0ca8 \u0ca8\u0cbf\u0cb2\u0ccd\u0ca6\u0cbe\u0ca3 \u0cac\u0cc6\u0c82\u0c97\u0cb3\u0cc2\u0cb0\u0cc1"", ""owner"": ""Airports Authority of India"", ""ele"": ""915"", ""ref"": ""BLR"", ""internet_access"": ""wlan""}";India;IN
